id	parent_id	type_id	title	description	template_type_id	creator_id	explorer_picture_url	background_color_id	created_date	updated_date	level_id	privacy	order	status	list_type	rand
7447	\N	11006	What would you want to say to yourself 2 years in the future?		7002	1	default.png	13001	14-12-03 08:57:00	15-01-01 00:10:00		10002	1	0		
7448	\N	11006	What makes some not enjoy helping people?		7002	1	default.png	13001	14-12-03 08:57:00	15-01-01 00:10:00		10002	1	0		
7449	\N	11006	What interests do you have outside work that positively affect your job performance?		7002	1	default.png	13001	14-12-03 08:57:00	15-01-01 00:10:00		10002	1	0		
7450	\N	11006	"How can you make your life more meaningful, starting today?"		7002	1	default.png	13001	14-12-03 08:57:00	15-01-01 00:10:00		10002	1	0		
7451	\N	11006	What have you done to make your job easier?		7002	1	default.png	13001	14-12-03 08:57:00	15-01-01 00:10:00		10002	1	0		
7452	\N	11006	"Before you pass away, what's one mark you want to leave on the world?"		7002	1	default.png	13001	14-12-03 08:57:00	15-01-01 00:10:00		10002	1	0		
7453	\N	11006	What are the achievements you are most proud of?		7002	1	default.png	13001	14-12-03 08:57:00	15-01-01 00:10:00		10002	1	0		
7454	\N	11006	What are the biggest things you've learned in life to date?		7002	1	default.png	13001	14-12-03 08:57:00	15-01-01 00:10:00		10002	1	0		
7455	\N	11006	What are some of your favorite books?		7002	1	default.png	13001	14-12-03 08:57:00	15-01-01 00:10:00		10002	1	0		
7456	\N	11006	Do you enjoy setting long-term goals?		7002	1	default.png	13001	14-12-03 08:57:00	15-01-01 00:10:00		10002	1	0		
7457	\N	11006	What does it mean to be your highest self?		7002	1	default.png	13001	14-12-03 08:57:00	15-01-01 00:10:00		10002	1	0		
7458	\N	11006	What abilities do you want to develop?		7002	1	default.png	13001	14-12-03 08:57:00	15-01-01 00:10:00		10002	1	0		
7459	\N	11006	"Do you have your notes, documents and other paperwork in good order?"		7002	1	default.png	13001	14-12-03 08:57:00	15-01-01 00:10:00		10002	1	0		
7460	\N	11006	What is your inner dialogue like?		7002	1	default.png	13001	14-12-03 08:57:00	15-01-01 00:10:00		10002	1	0		
7461	\N	11006	What is your favorite part about today so far?		7002	1	default.png	13001	14-12-03 08:57:00	15-01-01 00:10:00		10002	1	0		
7462	\N	11006	Are you settling for less than what you are worth? Why?		7002	1	default.png	13001	14-12-03 08:57:00	15-01-01 00:10:00		10002	1	0		
7463	\N	11006	How do you feel right now?		7002	1	default.png	13001	14-12-03 08:57:00	15-01-01 00:10:00		10002	1	0		
7464	\N	11006	Is there something you're still holding on to? When is it time to let it go?		7002	1	default.png	13001	14-12-03 08:57:00	15-01-01 00:10:00		10002	1	0		
7465	\N	11006	How do you handle last-minute changes?		7002	1	default.png	13001	14-12-03 08:57:00	15-01-01 00:10:00		10002	1	0		
7466	\N	11006	What is your favorite color?		7002	1	default.png	13001	14-12-03 08:57:00	15-01-01 00:10:00		10002	1	0		
7467	\N	11006	What was your favorite subject in school?		7002	1	default.png	13001	14-12-03 08:57:00	15-01-01 00:10:00		10002	1	0		
7468	\N	11006	What are the times you are most inspired and most motivated??		7002	1	default.png	13001	14-12-03 08:57:00	15-01-01 00:10:00		10002	1	0		
