id	creator_id	description		created_at	updated_at	type	status	rand
1	1	What would you want to say to yourself 2 years in the future?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.773911559
2	1	What makes some not enjoy helping people?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.044031732
3	1	What interests do you have outside work that positively affect your job performance?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.780327573
4	1	"How can you make your life more meaningful, starting today?"		5/5/2014 10:00	5/5/2014 10:00	1	0	0.693941938
5	1	What have you done to make your job easier?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.027262557
6	1	"Before you pass away, what's one mark you want to leave on the world?"		5/5/2014 10:00	5/5/2014 10:00	1	0	0.790240565
7	1	What are the achievements you are most proud of?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.820184036
8	1	What are the biggest things you've learned in life to date?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.925900744
9	1	What are some of your favorite books?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.985079738
10	1	Do you enjoy setting long-term goals?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.943496578
11	1	What does it mean to be your highest self?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.155613839
12	1	 What abilities do you want to develop?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.193232681
13	1	"Do you have your notes, documents and other paperwork in good order?"		5/5/2014 10:00	5/5/2014 10:00	1	0	0.451945243
14	1	What is your inner dialogue like?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.942786048
15	1	What is your favorite part about today so far?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.187511316
16	1	Are you settling for less than what you are worth? Why?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.282093408
17	1	How do you feel right now?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.687755632
18	1	Is there something you're still holding on to? When is it time to let it go?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.921602966
19	1	How do you handle last-minute changes?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.591545369
20	1	What is your favorite color?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.841854073
21	1	What was your favorite subject in school?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.845193626
22	1	What are the times you are most inspired and most motivated??		5/5/2014 10:00	5/5/2014 10:00	1	0	0.340021797
23	1	Describe how you overcome an obstacle to reach a goal?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.389238169
24	1	What personalities are hindering you from achieving my goals?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.818064684
25	1	Are you good at writing essays?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.209899038
26	1	Do you think that you are able to respond quickly without panicking in unexpected situations?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.475078871
27	1	Did you ever have to deal with a co-worker who wasn't pulling his/her weight?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.411324924
28	1	What I am most grateful about for right now?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.767748918
29	1	Have your efforts ever helped some project or idea succeed?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.812034721
30	1	"In general, what do you think about art?"		5/5/2014 10:00	5/5/2014 10:00	1	0	0.654202669
31	1	What does a typical day look like?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.71672853
32	1	What's the biggest risk you have taken in recent years? Was the risk worth it?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.49466398
33	1	What is the biggest personal change you have ever made?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.452090699
34	1	What are some of your major goals in life?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.090383116
35	1	Are you living the life of your dreams?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.757758916
36	1	What bad habits do you want to break?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.053585553
37	1	"If you knew you would die tomorrow, would you feel cheated today?"		5/5/2014 10:00	5/5/2014 10:00	1	0	0.28908259
38	1	Give an example of a time you had to pitch an idea?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.593245598
39	1	What moves you?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.269816716
40	1	What are you most grateful for in life?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.999176958
41	1	Do you have a planner?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.300762651
42	1	Who are you?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.272958801
43	1	How long do you need to pick a meal on a menu?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.150207546
44	1	Are you am uncertain about what you have achieved?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.870286052
45	1	What is holding you back?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.391962222
46	1	What makes someone an expert in a specific field?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.749213183
47	1	What was your favorite class? Why?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.873251143
48	1	What part of your work has given you the greatest feeling of satisfaction?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.967762183
49	1	Are you afraid of letting others get close to you? Why?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.875455853
50	1	How did you meet your spouse/girlfriend/boyfriend?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.9859009
51	1	What are you busy with today? Will this matter 1 year from now?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.755626121
52	1	What do you need to do to achieve your ideal home?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.028754861
53	1	"What excites you? What scares you, about this year?"		5/5/2014 10:00	5/5/2014 10:00	1	0	0.306702671
54	1	What is your passion?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.34299302
55	1	Where do you want to get to?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.825582862
56	1	Do you like to plan things out in detail or be spontaneous?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.84805322
57	1	Are you shy to show off your skills?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.346045272
58	1	Is there anything you are running away from?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.181122039
59	1	How much personal control or influence do you have over your goal?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.988282705
60	1	What do you love doing?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.441243525
61	1	"If someone asked you to give them a random piece of advice, what would you say?"		5/5/2014 10:00	5/5/2014 10:00	1	0	0.949947478
62	1	How do you overcome obstacles to my learning?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.588443734
63	1	What does success look like?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.016065169
64	1	Do you think all people are equally valuable?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.88130908
65	1	Do you like spicy food?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.279417062
66	1	What are you good at?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.030738593
67	1	What abilities do you possess?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.663558158
68	1	What would you like not to happen that is happening now?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.083214676
69	1	What is stopping you from doing what you want to do?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.553877038
70	1	What was the best decision you ever made?  What were the alternatives?  How did you go about making it?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.333274687
71	1	What skill did you enjoy learning?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.269595766
72	1	Who are some people you would like to meet someday?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.228004982
73	1	What skill you did not enjoy learning		5/5/2014 10:00	5/5/2014 10:00	1	0	0.725355345
74	1	How do you handle breaks in routines?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.28535332
75	1	Describe your sense of humor.		5/5/2014 10:00	5/5/2014 10:00	1	0	0.059243951
76	1	Can you make friends easily?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.268870432
77	1	Are you better at starting a lot of projects or one big projects?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.631219652
78	1	Have you ever been in a fist fight?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.569490553
79	1	What was the hardest decision you ever made?  What were the alternatives?  How did you go about making it?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.03762914
80	1	Do you sometimes hide your feelings?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.800019893
81	1	Are you good at public speaking?  		5/5/2014 10:00	5/5/2014 10:00	1	0	0.272071037
82	1	What makes you different?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.443465215
83	1	What approach did you take to get a point across to different types of people?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.94650647
84	1	What is your favorite food?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.908293988
85	1	"If you could go back in history, who would you like to meet?"		5/5/2014 10:00	5/5/2014 10:00	1	0	0.056231716
86	1	What would you like to happen that is not happening now?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.149407305
87	1	Do you have any brothers or sisters? How many?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.849489949
88	1	Are you good at making decisions?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.394415358
89	1	What did you do on your 18th birthday?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.978631305
90	1	How is the first step you go about learning new skills?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.277730058
91	1	Do you prepare what to say when meeting new people?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.614275625
92	1	What are the most important things to you in life?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.015181806
93	1	Where would you want to spend your time on?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.131509389
94	1	Do you like to compete?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.445483044
95	1	How do you measure success?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.053714911
96	1	Do you have a best/closest friend?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.817314735
97	1	What maxims or beliefs do you live by?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.271405622
98	1	What kind of vacations do you like?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.300548255
99	1	What is your earliest memory?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.424816875
100	1	Have you ever found an error in your own work?  How did it happen?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.894739301
101	1	Describe the procedures you have used to keep track of things.		5/5/2014 10:00	5/5/2014 10:00	1	0	0.696583338
102	1	How would you explain a complicated procedure to someone who was new to the situation? Give an example.		5/5/2014 10:00	5/5/2014 10:00	1	0	0.340185897
103	1	Which feeling do you enjoy more: The feeling of achieving the goal or the process of trying to reach the goal?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.268301987
104	1	How can you start creating your ideal career starting today?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.94061717
105	1	What kind of music are you into?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.862081843
106	1	What motivates you?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.678339832
107	1	How can you get to know him/her?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.464589514
108	1	What qualities do you want to have?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.602438681
109	1	What past experience have you got?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.830813459
110	1	Who do you look up to?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.396265019
111	1	Do you like meetings?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.699361286
112	1	Who are the people who have achieved similar goals as yours? What can you learn from them?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.165434747
113	1	Do you have a favorite number? Any particular reason why you like that number?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.086353556
114	1	"In general, how do people react when you ask questions?"		5/5/2014 10:00	5/5/2014 10:00	1	0	0.189434809
115	1	Describe steps you take before attending a meeting?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.708038348
116	1	Why do you exist?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.984373854
117	1	What part of your work have you found to be the most frustrating?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.468384763
118	1	What is the top priority in your life right now? What are you doing about it?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.009264711
119	1	Do you love yourself? Why or Why not?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.542001706
120	1	What is the worst thing that is ever happened to you?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.820534798
121	1	How do you like your steak cooked?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.179726692
122	1	"What was the last argument you had, and what was your position?"		5/5/2014 10:00	5/5/2014 10:00	1	0	0.886150623
123	1	What do you need to do to achieve your ideal physical look?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.271439762
124	1	What do you and your role models share in common?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.723983237
125	1	What kind of person do you want to become?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.800743342
126	1	Do you cry easily?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.666558443
127	1	Which new activity did you try this year?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.771147621
128	1	Can you put up with unpleasant behavior in another person without losing your temper?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.387008196
129	1	How can you create the opportunities you are looking for?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.885333534
130	1	Describe when you have to delay a decision so you would have more time to think?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.231284588
131	1	What is one of your favorite habits you have?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.650028076
132	1	Are you working in a position related to your degree?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.167211176
133	1	Do you like your job?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.252960353
134	1	What is your dream?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.636922178
135	1	How did you get into your career path?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.030474251
136	1	Do you feel that the education you have received at the university has been satisfactory?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.55046679
137	1	Why do you get out of bed?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.770956631
138	1	What is your ideal home like?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.981438619
139	1	What is your mission?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.948453074
140	1	Are you an introvert or an extrovert?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.739329792
141	1	What part of your work have you found to be unsatisfying?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.507122664
142	1	Have you ever tried sushi? (Did you like it?)		5/5/2014 10:00	5/5/2014 10:00	1	0	0.805811898
143	1	What was the easiest decision you had to make?  What made it so easy?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.843956762
144	1	What is your ideal physical look?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.822275568
145	1	Would you ever sky dive or bungee jump?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.267199876
146	1	Describe a good personality.		5/5/2014 10:00	5/5/2014 10:00	1	0	0.420893381
147	1	What was your life like growing up?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.556469123
148	1	What are your values?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.495997032
149	1	Where are you in life now?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.475375437
150	1	Who in your life has influenced you the most? How did they do it?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.513529371
151	1	Describe a complex situation in which you had a lot to learn.		5/5/2014 10:00	5/5/2014 10:00	1	0	0.162976812
152	1	What is one of the strangest things you have ever done?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.78980574
153	1	How do you disagree to some rules and policies at your job?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.617018133
154	1	"Can you plan your work in advance, in detail?"		5/5/2014 10:00	5/5/2014 10:00	1	0	0.546911758
155	1	Are you a recognized personality in your group?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.446505559
156	1	Do you enjoy indoor or outdoor activities?		5/5/2014 10:00	5/5/2014 10:00	1	0	0.665803069
